DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Composite SAT Avg. Score,ell_num,ell_percent,sped_num,sped_percent,ctt_num,selfcontained_num,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,Latitude,Longitude
21K525,EDWARD R. MURROW HIGH SCHOOL,727,468,496,467,1431,365,9.1,568,14.1,195,249,1089,27.1,970,24.1,707,17.6,1237,30.8,1707,42.4,2315,57.6,40.6197592,-73.9591139
21K540,JOHN DEWEY HIGH SCHOOL,448,404,468,390,1262,425,19.6,189,8.7,61,83,848,39.1,663,30.6,414,19.1,235,10.8,1116,51.5,1052,48.5,40.5874871,-73.9820566
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,40,384,375,365,1124,12,4.8,51,20.3,40,6,12,4.8,112,44.6,75,29.9,51,20.3,128,51,123,49,40.5935726,-73.985987
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,40,353,370,356,1079,49,21.7,37,16.4,30,3,44,19.5,44,19.5,93,41.2,44,19.5,116,51.3,110,48.7,40.5935726,-73.985987
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,95,394,414,376,1184,30,3.1,217,22.7,64,100,31,3.2,716,74.9,134,14,66,6.9,746,78,210,22,40.5832553,-73.9634295
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,119,429,449,435,1313,74,8.4,164,18.7,117,3,112,12.8,63,7.2,202,23.1,495,56.5,439,50.1,437,49.9,40.6048465,-73.9947464
21K728,LIBERATION DIPLOMA PLUS,10,411,369,373,1153,3,1.6,12,6.3,0,1,5,2.6,84,44,72,37.7,29,15.2,80,41.9,111,58.1,40.5771269,-73.985817
22K405,MIDWOOD HIGH SCHOOL,824,478,519,476,1473,141,3.7,198,5.2,79,68,1216,31.7,1352,35.2,449,11.7,813,21.2,1739,45.3,2103,54.7,40.632833,-73.9523773
22K425,JAMES MADISON HIGH SCHOOL,518,436,475,439,1350,406,13.2,381,12.4,180,118,640,20.8,550,17.9,447,14.5,1428,46.4,1674,54.4,1402,45.6,40.6101,-73.948
22K495,SHEEPSHEAD BAY HIGH SCHOOL,236,383,392,370,1145,419,21.7,252,13.1,87,122,231,12,1192,61.8,305,15.8,195,10.1,1025,53.2,903,46.8,40.59314,-73.936638
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,259,524,561,542,1627,5,0.5,75,7.3,37,0,138,13.5,96,9.4,110,10.8,670,65.6,421,41.2,601,58.8,40.5804398,-73.9351854
22K555,BROOKLYN COLLEGE ACADEMY,131,456,456,440,1352,1,0.2,11,1.7,0,0,37,5.9,491,77.9,78,12.4,17,2.7,229,36.3,401,63.7,40.6492022,-73.9718961
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,60,389,409,387,1185,9,1.6,70,12.1,8,27,11,1.9,511,88.1,48,8.3,3,0.5,294,50.7,286,49.3,40.6744933,-73.9132462
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55,361,371,359,1091,5,1.4,74,20.3,31,21,3,0.8,323,88.5,38,10.4,0,0,177,48.5,188,51.5,40.6655301,-73.9120609
23K643,BROOKLYN DEMOCRACY ACADEMY,11,349,338,331,1018,5,2.4,33,16.1,23,4,3,1.5,176,85.9,24,11.7,1,0.5,98,47.8,107,52.2,40.6558268,-73.9066342
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7,311,371,311,993,6,2.2,20,7.3,13,1,4,1.5,214,77.8,55,20,1,0.4,127,46.2,148,53.8,40.6693331,-73.9554038
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,17,350,346,332,1028,2,1.1,16,8.8,12,1,0,0,156,86.2,25,13.8,0,0,88,48.6,93,51.4,40.6557612,-73.9069007
23K697,TEACHERS PREPARATORY HIGH SCHOOL,69,392,416,388,1196,10,1.8,62,11,3,35,4,0.7,480,84.8,74,13.1,7,1.2,193,34.1,373,65.9,40.6655123,-73.9119789
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,89,405,454,421,1280,33,7.9,41,9.8,28,2,75,17.9,41,9.8,237,56.4,64,15.2,207,49.3,213,50.7,40.7444771,-73.9367909
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,39,406,413,400,1219,40,10.3,63,16.2,30,2,54,13.9,50,12.9,222,57.2,62,16,170,43.8,218,56.2,40.7448591,-73.9369449
24Q293,CIVIC LEADERSHIP ACADEMY,69,404,429,407,1240,41,9.1,83,18.5,43,4,35,7.8,41,9.1,356,79.3,15,3.3,200,44.5,249,55.5,40.743204,-73.871482
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,55,317,323,311,951,334,91.3,3,0.8,1,0,0,0,0,0,366,100,0,0,175,47.8,191,52.2,40.743329,-73.871507
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,155,545,568,550,1663,2,0.3,0,0,,,202,32,102,16.2,134,21.2,191,30.3,248,39.3,383,60.7,40.7183,-73.976
24Q455,NEWTOWN HIGH SCHOOL,320,383,440,380,1203,771,30,265,10.3,69,112,632,24.6,240,9.3,1552,60.3,137,5.3,1479,57.5,1093,42.5,40.740829,-73.87416
24Q485,GROVER CLEVELAND HIGH SCHOOL,241,395,420,396,1211,446,21.6,263,12.7,40,122,189,9.1,91,4.4,1313,63.5,469,22.7,1138,55,931,45,40.7113307,-73.908683
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,58,399,393,385,1177,1,0.2,65,13.1,39,0,39,7.8,47,9.5,355,71.4,56,11.3,263,52.9,234,47.1,40.7433449,-73.933675
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,69,326,409,329,1064,377,76.5,0,0,,,212,43,10,2,217,44,51,10.3,227,46,266,54,40.7439998,-73.9350125
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,138,391,403,380,1174,110,13.3,101,12.2,56,7,75,9.1,69,8.3,656,79.2,25,3,357,43.1,471,56.9,40.7376899,-73.8534401
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,443,447,440,1330,23,3.8,74,12.3,46,2,125,20.8,37,6.2,375,62.4,63,10.5,280,46.6,321,53.4,40.7414438,-73.9369395
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,155,417,447,406,1270,88,6.4,187,13.7,70,62,140,10.2,94,6.9,1015,74.2,119,8.7,825,60.3,543,39.7,40.741992,-73.927947
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,396,445,496,423,1364,71,3.2,117,5.3,27,49,597,27.1,150,6.8,1218,55.3,223,10.1,1877,85.3,324,14.7,40.7436,-73.9292
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",58,455,498,443,1396,16,2.7,69,11.8,32,0,236,40.2,100,17,142,24.2,106,18.1,274,46.7,313,53.3,40.724191,-73.80937
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,45,314,417,318,1049,374,88.6,3,0.7,2,0,272,64.5,5,1.2,138,32.7,7,1.7,242,57.3,180,42.7,40.7600404,-73.8180648
25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,59,416,463,392,1271,84,13.6,58,9.4,35,1,386,62.7,91,14.8,110,17.9,21,3.4,333,54.1,283,45.9,40.74943,-73.82141
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471,489,481,1441,5,0.8,106,17.8,55,0,115,19.3,50,8.4,121,20.3,307,51.6,251,42.2,344,57.8,40.7648343,-73.7897125
25Q425,JOHN BOWNE HIGH SCHOOL,558,397,451,395,1243,903,24.7,360,9.8,81,162,1257,34.3,702,19.2,1488,40.7,192,5.2,1801,49.2,1859,50.8,40.7387753,-73.8238923
25Q460,FLUSHING HIGH SCHOOL,347,393,441,382,1216,624,20,363,11.7,116,137,618,19.9,825,26.5,1551,49.8,101,3.2,1737,55.8,1376,44.2,40.7647694,-73.8263758
25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621,651,638,1910,0,0,2,0.2,1,0,633,55.5,67,5.9,147,12.9,280,24.6,330,28.9,810,71.1,40.7349867,-73.821365
25Q540,QUEENS ACADEMY HIGH SCHOOL,17,398,382,388,1168,26,6.4,36,8.9,6,2,64,15.8,171,42.3,145,35.9,22,5.4,240,59.4,164,40.6,40.765602,-73.828293
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431,458,441,1330,54,7.5,133,18.4,55,7,205,28.4,83,11.5,255,35.4,177,24.5,388,53.8,333,46.2,40.7253501,-73.8113253
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,7,379,421,377,1177,3,1.5,23,11.6,2,1,20,10.1,84,42.4,66,33.3,28,14.1,90,45.5,108,54.5,40.7206577,-73.8194494
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480,545,489,1514,240,6.1,448,11.5,107,173,1788,45.7,718,18.4,727,18.6,657,16.8,1853,47.4,2059,52.6,40.7518919,-73.756601
26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468,539,467,1474,546,13.2,511,12.3,168,214,2153,51.9,343,8.3,999,24.1,642,15.5,2043,49.2,2109,50.8,40.7407391,-73.7939348
26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391,397,384,1172,237,9.9,274,11.5,34,138,576,24.1,1348,56.4,360,15.1,69,2.9,1298,54.3,1092,45.7,40.7336309,-73.7391435
26Q495,BAYSIDE HIGH SCHOOL,708,462,523,464,1449,190,5.7,351,10.6,176,119,1494,45.2,419,12.7,737,22.3,647,19.6,1633,49.4,1675,50.6,40.7714489,-73.7810639
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425,434,420,1279,30,2.5,166,13.9,77,18,285,23.8,554,46.3,201,16.8,147,12.3,548,45.8,648,54.2,40.744121,-73.728799
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387,385,373,1145,18,4,62,13.9,22,23,17,3.8,298,67,120,27,6,1.3,234,52.6,211,47.4,40.601532,-73.763979
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432,419,401,1252,8,1.3,67,10.5,33,12,36,5.7,351,55.2,175,27.5,71,11.2,325,51.1,311,48.9,40.5866656,-73.8234351
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",44,391,401,364,1156,33,10.6,50,16.1,23,14,13,4.2,187,60.3,93,30,14,4.5,169,54.5,141,45.5,40.601532,-73.763979
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,93,423,426,416,1265,21,3.6,92,15.9,4,45,155,26.8,44,7.6,246,42.6,126,21.8,278,48.1,300,51.9,40.6712,-73.8457
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,36,367,379,348,1094,56,10.6,74,14,46,20,48,9.1,277,52.6,180,34.2,17,3.2,231,43.8,296,56.2,40.6015311,-73.7639639
27Q323,SCHOLARS' ACADEMY,89,499,537,496,1532,0,0,11,1,2,0,234,22,204,19.2,169,15.9,442,41.6,466,43.9,596,56.1,40.5842665,-73.8251698
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,360,1108,44,4.3,170,16.5,36,85,64,6.2,822,79.9,118,11.5,17,1.7,568,55.2,461,44.8,40.6747641,-73.7832326
27Q410,BEACH CHANNEL HIGH SCHOOL,78,384,396,354,1134,77,11.3,149,21.8,43,63,14,2,320,46.8,303,44.3,43,6.3,393,57.5,291,42.5,40.5863283,-73.8234859
27Q475,RICHMOND HILL HIGH SCHOOL,404,382,404,368,1154,451,17.4,355,13.7,87,135,850,32.9,433,16.8,1200,46.4,82,3.2,1369,53,1216,47,40.6949616,-73.8340778
27Q480,JOHN ADAMS HIGH SCHOOL,403,391,409,392,1192,543,16,411,12.1,136,147,930,27.5,937,27.7,1256,37.1,122,3.6,1845,54.5,1541,45.5,40.6786662,-73.8370002
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425,1345,4,0.4,54,5.8,19,0,284,30.7,104,11.3,384,41.6,142,15.4,622,67.3,302,32.7,40.6892334,-73.8412058
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,68,420,445,400,1265,43,8.1,65,12.3,38,1,143,27,259,49,98,18.5,16,3,264,49.9,265,50.1,40.7141939,-73.7979008
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,6,403,408,367,1178,5,2,15,6,0,1,6,2.4,154,61.4,44,17.5,25,10,114,45.4,137,54.6,40.7084786,-73.7996742
28Q350,JAMAICA GATEWAY TO THE SCIENCES,25,430,452,425,1307,10,4.5,16,7.1,6,3,101,45.1,82,36.6,34,15.2,6,2.7,104,46.4,120,53.6,40.7141835,-73.7978589
28Q440,FOREST HILLS HIGH SCHOOL,762,456,497,454,1407,343,8.9,433,11.3,151,147,1017,26.5,346,9,1157,30.2,1292,33.7,1845,48.1,1989,51.9,40.7297115,-73.8449259
28Q470,JAMAICA HIGH SCHOOL,90,342,368,353,1063,166,29.4,79,14,24,34,175,31,235,41.7,146,25.9,6,1.1,332,58.9,232,41.1,40.7144332,-73.7982524
28Q505,HILLCREST HIGH SCHOOL,462,395,413,386,1194,467,15,279,9,138,40,1134,36.5,1136,36.6,708,22.8,91,2.9,1429,46.1,1674,53.9,40.7095,-73.8025
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,422,452,478,442,1372,32,1.4,257,11.4,43,111,1147,50.9,534,23.7,476,21.1,71,3.2,1465,65.1,787,34.9,40.7162714,-73.7983076
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,99,513,523,502,1538,1,0.1,13,1.7,0,12,286,36.5,351,44.8,123,15.7,21,2.7,298,38.1,485,61.9,40.7184027,-73.8058922
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,121,612,660,596,1868,1,0.2,1,0.2,0,0,311,74.4,44,10.5,33,7.9,28,6.7,236,56.5,182,43.5,40.7009286,-73.7983153
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,74,406,406,384,1196,11,2.1,89,16.6,21,42,45,8.4,395,73.7,81,15.1,7,1.3,284,53,252,47,40.6859426,-73.783534
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",68,439,445,432,1316,14,2.7,46,9,6,1,107,21,292,57.3,94,18.4,12,2.4,0,0,510,100,40.7083882,-73.8041518
29Q248,QUEENS PREPARATORY ACADEMY,52,360,380,359,1099,20,4.5,50,11.3,31,6,23,5.2,372,84.4,36,8.2,4,0.9,247,56,194,44,40.6682743,-73.7568698
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,46,401,397,375,1173,13,2.3,89,16,39,18,12,2.2,523,94.2,16,2.9,4,0.7,296,53.3,259,46.7,40.7057537,-73.7527082
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,49,402,398,402,1202,10,2.3,65,14.7,43,9,19,4.3,367,82.8,43,9.7,2,0.5,252,56.9,191,43.1,40.6680413,-73.7579342
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,59,436,427,424,1287,8,1.7,43,9.1,26,4,44,9.3,350,73.8,67,14.1,6,1.3,224,47.3,250,52.7,40.6679692,-73.7580558
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,43,370,367,363,1100,9,1.9,68,14.4,20,25,16,3.4,398,84.1,49,10.4,4,0.8,204,43.1,269,56.9,40.6679692,-73.7580558
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394,1220,21,5.1,43,10.4,0,22,28,6.8,328,79.6,49,11.9,3,0.7,249,60.4,163,39.6,40.6981894,-73.7460088
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",52,385,377,377,1139,13,2.9,63,13.9,3,36,20,4.4,378,83.3,48,10.6,4,0.9,221,48.7,233,51.3,40.698328,-73.74615
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",49,379,414,359,1152,23,6.5,67,19,6,30,22,6.2,301,85.3,19,5.4,3,0.8,237,67.1,116,32.9,40.698328,-73.74615
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,393,381,377,1151,17,3.5,71,14.8,34,9,19,4,413,85.9,41,8.5,7,1.5,206,42.8,275,57.2,40.6982,-73.746
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,98,410,440,405,1255,12,2.9,61,14.6,35,4,25,6,86,20.5,224,53.5,79,18.9,223,53.2,196,46.8,40.7429183,-73.9594398
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,395,414,449,412,1275,527,17.9,355,12.1,72,176,852,28.9,216,7.3,1438,48.8,427,14.5,1581,53.7,1364,46.3,40.7576896,-73.9103777
30Q450,LONG ISLAND CITY HIGH SCHOOL,392,403,420,395,1218,448,13.2,466,13.8,169,186,448,13.2,387,11.4,2122,62.7,423,12.5,1738,51.3,1648,48.7,40.7654697,-73.9330529
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,174,504,496,494,1494,1,0.1,14,1.9,0,0,66,8.7,128,16.9,206,27.2,350,46.3,227,30,529,70,40.7560972,-73.9251655
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,148,407,434,398,1239,88,9.6,147,16,57,44,143,15.6,166,18.1,519,56.6,86,9.4,658,71.8,259,28.2,40.7484914,-73.946552
30Q555,NEWCOMERS HIGH SCHOOL,143,323,475,329,1127,842,90.3,0,0,,,450,48.3,52,5.6,405,43.5,24,2.6,496,53.2,436,46.8,40.7514349,-73.9369976
30Q575,ACADEMY OF AMERICAN STUDIES,135,487,492,491,1470,40,5.7,56,8,27,7,205,29.1,48,6.8,244,34.7,207,29.4,317,45,387,55,40.7512433,-73.9374847
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,61,524,568,544,1636,0,0,1,0.2,0,0,153,34.8,14,3.2,107,24.3,164,37.3,197,44.8,243,55.2,40.7551568,-73.9269736
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,137,452,451,450,1353,1,0.2,74,13.9,37,7,61,11.5,64,12,95,17.9,311,58.5,221,41.5,311,58.5,40.5819075,-74.1590049
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,61,398,412,385,1195,4,1,93,22.8,42,4,24,5.9,64,15.7,72,17.6,245,60,212,52,196,48,40.581969,-74.1593599
31R080,THE MICHAEL J. PETRIDES SCHOOL,107,472,488,466,1426,21,1.6,242,18.5,34,33,106,8.1,246,18.8,221,16.9,731,55.9,644,49.2,664,50.8,40.6081534,-74.1055942
31R440,NEW DORP HIGH SCHOOL,391,424,437,416,1277,156,5.9,448,16.9,106,151,186,7,322,12.1,726,27.3,1416,53.3,1395,52.5,1263,47.5,40.5695781,-74.1073767
31R445,PORT RICHMOND HIGH SCHOOL,271,424,438,417,1279,114,5.3,450,20.9,96,172,146,6.8,664,30.9,809,37.6,521,24.2,1178,54.8,973,45.2,40.634843,-74.142015
31R450,CURTIS HIGH SCHOOL,375,437,435,429,1301,155,6.1,374,14.7,59,172,187,7.3,980,38.4,814,31.9,557,21.8,1183,46.4,1369,53.6,40.645186,-74.0816561
31R455,TOTTENVILLE HIGH SCHOOL,807,462,486,470,1418,55,1.4,540,13.9,214,153,210,5.4,82,2.1,385,9.9,3181,82.1,1923,49.6,1952,50.4,40.5279,-74.1933
31R460,SUSAN E. WAGNER HIGH SCHOOL,535,455,474,459,1388,111,3.4,611,18.8,94,308,475,14.6,367,11.3,782,24.1,1602,49.4,1647,50.8,1596,49.2,40.5972873,-74.1251624
31R470,CONCORD HIGH SCHOOL,10,466,455,414,1335,4,2.2,31,17.3,7,3,3,1.7,68,38,71,39.7,35,19.6,82,45.8,97,54.2,40.6107,-74.0865
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,94,416,422,397,1235,24,3.6,177,26.2,36,69,31,4.6,272,40.3,224,33.2,146,21.6,453,67.1,222,32.9,40.6427954,-74.0792526
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,227,635,682,636,1953,1,0.1,6,0.5,1,0,351,31.8,12,1.1,59,5.3,677,61.3,629,57,475,43,40.5679259,-74.1156914
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,50,380,366,352,1098,119,32.9,64,17.7,23,36,2,0.6,76,21,279,77.1,3,0.8,181,50,181,50,40.6970064,-73.9117456
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBUSHWICK,88,384,409,361,1154,93,15.3,74,12.2,28,30,10,1.7,56,9.2,534,88.1,4,0.7,316,52.1,290,47.9,40.6947519,-73.9292674
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,75,348,353,334,1035,79,18.2,80,18.4,46,23,2,0.5,123,28.3,298,68.7,8,1.8,210,48.4,224,51.6,40.6968124,-73.9117231
32K552,ACADEMY OF URBAN PLANNING,67,342,364,354,1060,95,23.9,88,22.1,26,47,6,1.5,105,26.4,280,70.4,4,1,217,54.5,181,45.5,40.6968124,-73.9117231
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,428,465,422,1315,7,2.7,13,4.9,1,2,14,5.3,34,12.9,209,79.5,4,1.5,137,52.1,126,47.9,40.6975906,-73.9130973
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,23,347,358,350,1055,84,18.2,86,18.6,4,51,4,0.9,98,21.2,357,77.3,0,0,246,53.2,216,46.8,40.6953387,-73.9274444
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,24,359,317,358,1034,20,5.2,36,9.4,14,1,1,0.3,137,35.9,235,61.5,7,1.8,169,44.2,213,55.8,40.6957625,-73.9153202